,0
0,0.40000000000000013
1,0.45000000000000007
2,0.5000000000000001
3,0.5500000000000002
4,0.6000000000000002
5,0.6500000000000001
6,0.7000000000000002
7,0.7500000000000002
8,0.8000000000000002
9,0.8500000000000002
10,0.9000000000000002
11,0.9500000000000003
12,1.0000000000000004
13,1.0500000000000003
14,1.1000000000000005
15,1.1500000000000004
16,1.2000000000000004
17,1.2500000000000004
18,1.3000000000000005
19,1.3500000000000005
20,1.4000000000000006
21,1.4500000000000006
22,1.5000000000000004
23,1.5500000000000005
24,1.6000000000000005
25,1.6500000000000006
26,1.7000000000000006
27,1.7500000000000007
28,1.8000000000000007
29,1.8500000000000008
30,1.9000000000000008
31,1.9500000000000006
32,2.0000000000000004
33,2.0500000000000007
34,2.100000000000001
35,2.150000000000001
36,2.2000000000000006
37,2.250000000000001
38,2.3000000000000007
39,2.350000000000001
40,2.400000000000001
41,2.450000000000001
42,2.500000000000001
43,2.5500000000000007
44,2.600000000000001
45,2.650000000000001
46,2.700000000000001
47,2.750000000000001
48,2.800000000000001
49,2.850000000000001
50,2.900000000000001
51,2.950000000000001
52,3.000000000000001
53,3.050000000000001
54,3.100000000000001
55,3.1500000000000012
56,3.200000000000001
57,3.2500000000000013
58,3.300000000000001
59,3.350000000000001
60,3.4000000000000012
61,3.450000000000001
62,3.5000000000000013
63,3.550000000000001
64,3.6000000000000014
65,3.6500000000000012
66,3.7000000000000015
67,3.7500000000000013
68,3.800000000000001
69,3.8500000000000014
70,3.9000000000000012
71,3.9500000000000015
